,tweet,Sentimento,data,usuario,nome,reply_user_id,reply_to_screen_name,n_retweets
266,os ancaps acham que economia é só bolsa de valores e produtos financeiros e dps ficam na internet falando que candidatos de esquerda não entendem de economia,0,2020-11-16 23:40:09,1727318034,mattplz0,,,0
267,@britcomuna quebra na bolsa de valores,0,2020-11-21 08:35:18,4138202247,ttdaveliz,1.083596861477396e+18,britcomuna,0
268,Mais uma ilegalidade no desgoverno Bolsonaro: diretor do Banco Central mora nos Estados Unidos https://t.co/tMstZqszY2,0,2020-11-21 03:37:59,56105171,cabrestosemno,,,0
269,"Falei faz tempo que Bolsonaro virou mais petista que o PT. Faz mais coisas sociais que Dilma, Lula fizeram em 13 anos. E o que prometeu em campanha? Cadê a reforma da previdência, trabalhista, econômica? Cadê a privatização dos Correios? Cadê o IBOV a 200k? Cadê dólar a R$ 2? 🤡 https://t.co/8qbS2vUxMn",0,2020-11-20 20:35:26,380892410,ario_2025,,,0
270,"@r19s_ É igual àquele xará dele, o índice da bolsa de valores argentina",1,2020-11-15 21:33:18,78738890,marcelomorikawa,1128800850.0,r19s_,0
271,"Resumo da semana do IBOV: +1,2% em 105.941pts. Alem da #PRIO3 que teve M&amp;A específico, o “trade de reabertura” continua, apesar da rápida escalada de casos no US e Europa. 

Aéreas, turismo, educação e VALE entre as melhores performances da semana. https://t.co/bQJEf9eYcK",2,2020-11-21 21:53:08,1200748358920474880,fernandofferre,,,0
272,@Lxkkjj @muitoespecifico @ZeroMc_ @huguitomanito do mine a bolsa de valores,1,2020-11-21 10:11:17,797164448230281216,VanHalenCarioca,1.230371905464656e+18,Lxkkjj,0
273,"A @amazonBR #AMZO34 anunciou que fará entrega de remédios nos EUA através da Amazon Phamarcy, e que seus clientes Amazon Prime receberão os produtos em até 2 dias, sem acréscimo de valor na assinatura. Confira a matéria completa:

https://t.co/AcWTdON0En",1,2020-11-17 19:20:00,1283813215118536960,interinvest,,,0
274,"Pensando já na minha aposentadoria, hoje fiz um cálculo sobre investimentos. Tenho 30 anos. Faltam 35 pra aposentar

Se eu investir 1 mil reais por ano, quando eu for aposentar, eu vou ter gasto 35 mil e ganho em média 270 mil reais (se a rentabilidade for 10% ao ano).

DOIDO NE",2,2020-11-19 00:22:39,191969814,LucasCons,,,0
275,"Diretor do BC mora em Boston, mas faz ""bate e volta"" para reuniões do Copom e... o #pibinhoDoGuedes ... https://t.co/drjyGiJoSs via @UOLEconomia @UOL",0,2020-11-20 19:19:30,158095046,jamilcredi,,,0
276,"3- Curso do Método Cosmos, onde Pedro Albuquerque expõe toda sua forma de operar e toda sua história antes de ter uma rentabilidade de mais de 6.000%.
4- Corretagem grátis.
5- 6 nesses gratuitos de profit pro.",2,2020-11-16 13:14:15,1204717991000236032,Alvarohac29,1.204717991000236e+18,Alvarohac29,0
277,"o cara é candidato a PREFEITO querendo regular a BOLSA DE VALORES, te coma no cu 

cara, só no BRASIL pra isso acontecer mesmo, as empresas listadas na B3 carregando nossa economia e o cara me mete uma dessas, que ódio brother",0,2020-11-18 01:19:28,218642303,luismedeirosr,218642303.0,luismedeirosr,0
278,"O presidente do Banco Central, Roberto Campos Neto, informou que o WhatsApp Pay, serviço de pagamentos do WhatsApp, deve começar a funcionar em breve. https://t.co/PLqLXRN3xD",1,2020-11-16 19:58:07,2533161162,sunoresearch,,,0
279,"Segundo o presidente do Banco Central, alteração na Taxa Selic manteve controle fiscal sob a inflação 💸💷💶💲",0,2020-11-18 17:40:33,1328504065811209984,EmLibertarios,,,0
280,"@RaizDoCartola @WAlmeida_ @folha Ei man, vc acha que um partido que coloca o Henrique Meirelles e o Joaquim Levy no Banco Central e Ministério da Fazenda é extrema esquerda?",1,2020-11-16 03:56:25,2389661394,Alexy_Moon,7.966625933101261e+17,RaizDoCartola,0
281,"Venda de reservas para reduzir dívida está no radar, mas decisão depende do Banco Central, diz secretário https://t.co/xO8QKTx1vx",1,2020-11-21 04:41:50,55986398,jwmirisola,,,0
282,"🩺 Para melhor analisar a saúde financeira de uma empresa é crucial que você entenda a diferença entre a lucratividade e rentabilidade. Quer saber mais sobre o tema? Leia aqui!
🌐 https://t.co/PiXUcNXVZX
#empresa #negócios #business #finanças #faturamento #dinheiro #economia https://t.co/lZqPLb7lcs",1,2020-11-17 18:01:15,911299469861425152,X7Contabilidade,,,0
283,"O presidente do Banco Central, Roberto Campos Neto, participa, a partir de 9h30, do evento virtual de lançamento do Pix, no edifício-sede do Banco Central, com transmissão pelo Canal do BC no YouTube. Às 12h, Campos Neto participa de coletiva de imprensa virtual sobre Pix.",1,2020-11-16 11:29:21,124612069,carloslopesjorn,,,0
284,IBOV vira hoje?,1,2020-11-20 18:29:56,437824506,cafecomferri,,,1
285,"Além disso, ele mostrou apoio a tendência de digitalização de ações da bolsa de valores, dizendo que ""talvez todas poderiam se tornar tokens em blockchain"".
https://t.co/EgHdJjo2iU",2,2020-11-19 19:09:43,974737305826222080,CointimesNews,,,0
286,"Oscilando, Ibov opera em leve alta 0,04% na abertura, aos 106 mil pontos, de olho em exterior misto com notícias de vacina e estímulo nos EUA

Principais altas em #CIEL3 #PCAR3 #CSNA3 e #CSAN3, de 1% a 2%

#PRIO3 #RADL3 #WEGE3 e #MGLU3 lideram baixas

https://t.co/ojc1xo1aUo https://t.co/6vQtDsMy0R",2,2020-11-20 13:47:43,49292227,InvestingBrasil,,,1
287,"@GuidettiGazinho @felipeneto O felipe ver bolsa de valores a anos, ele ja falou isso tem tempos tanto q ele é investidor então é normal ele olhar as bolsas",1,2020-11-20 18:11:53,2266636609,llumamalu,1.12867063628764e+18,GuidettiGazinho,0
288,@sobretonn @ranysbaby Duvido que o vice presidente tenha patente pra dizer o que quer ou não pro banco central,1,2020-11-21 11:28:57,143186310,SamaaraL,65370411.0,sobretonn,0
289,"Prévia do Ibovespa será divulgada dia 1/dez
Carteira jan/abr 2021
Três empresas deverão entrar no Ibov
Unidas (LCAM3), Copel (CPLE6) e JHSF (JHSF3), com participações de 0,46%, 0,44% e 0,11%, respectivamente, segundo cálculos do BTG
Serão 80 ações no Ibov",1,2020-11-17 14:33:57,960512803944763392,edu_guimaraes18,,,1
290,"Ódio ao especulador nada mais é do que o ódio à figura do ""atravessador"" https://t.co/waqBEldHln",0,2020-11-19 14:40:06,222777990,thisnotatest,,,0
291,"Reduza os níveis de desperdício e os custos operacionais da sua empresa com a ajuda do ERP Sage X3. Uma solução de gestão desenhada para aumentar a rentabilidade do seu negócio!

https://t.co/NfzcQEvTlS https://t.co/XfSdmffJUn",2,2020-11-18 16:30:54,15319403,sageportugal,,,4
292,"@FABIANANPS ESTÃO TENTANDO O SENHOR, PORQUE E ABRINDO A IGREJA(TEMPLO FÍSICO), PORQUE: SÃO CARNAIS, E SUA CARNE NÃO GOSTA DE FICAR PRESA EM CASA, SEUS OLHOS AMAM O PECADO EXPOSTO DESTE MUNDO, NÃO DÁ MUITA RENTABILIDADE (DINHEIRO) SE MANTER A IGREJA FECHADA E AS OVELHAS LONGE #GlobaMegaVigil",0,2020-11-20 21:53:36,1325520928961404928,DboraSousa05,1.278747162801816e+18,FABIANANPS,0
293,"Hoje pela primeira vez eu resolvi investir na bolsa de Valores, comprei quase 40 reais em ações pra testar como é a coisa. No final do dia perdi uns 20 centavos. Ainda bem que a maior parte do meu dinheiro está em investimentos tradicionais.",0,2020-11-19 21:21:29,3108992417,BorbaGabriel,,,0
294,"#IBOV fecha a semana em 106.042,48 pontos. Sobe 1,26% na semana

📉IBOV (-0,59%)  - 20/11

#BOVESPA #ÍNDICE #B3",2,2020-11-20 22:16:33,1326874841107099904,terraevo,1.3268748411071e+18,terraevo,0
295,"Azul projeta turismo de negócios em 80% do nível pré-pandemia em meados de 2021
https://t.co/wr5pp0lZOC",0,2020-11-16 18:54:16,1113533606247436032,valorinveste,,,1
296,"@oLamba_ri O que está no radar, com esse ibov nas alturas?",2,2020-11-19 11:36:59,612902999,Whutta1,1.235327533966557e+18,oLamba_ri,0
297,"Tô que nem a bolsa de valores, caindo todo dia",0,2020-11-15 08:53:12,722068176301858816,_maystall,,,0
298,"@RogeCorrea Oi, boa noite! Para análise do que está acontecendo, oriento que realize o registro por aqui: https://t.co/5T35XrTtN5. Depois que vc finalizar, será gerado um número de protocolo que pode ser consultado pela central SAC 0800 704 8383.",1,2020-11-20 20:55:27,79184083,Bradesco,545543368.0,RogeCorrea,0
299,"@tradernanett Ja perdi mais acontece , uma hora se acerta e ganha 200 milhoes e assim mesmo a bolsa de valores",2,2020-11-20 22:53:00,1303342499692450048,gaelpicademel,1.31610019116295e+18,tradernanett,0
300,"Pix impede roubo digital usando bloqueio antifraude, explica BC https://t.co/qjdIlSnGjU",1,2020-11-21 03:23:32,41361764,maelcosta,,,0
301,"Jogos de loteria poderão ser pagos com PIX, afirma Banco Central https://t.co/CsDVVzrMJ2",1,2020-11-20 12:53:44,235421332,nconcursos,,,0
302,@ManfroiRenato @clubedopairico Pq o ibov tende a subir cansera?,2,2020-11-19 11:03:06,4222895375,BuchmanLeonardo,1.144986253638689e+18,ManfroiRenato,0
303,"“De acordo com a sentença proferida pela 36ª Vara Cível do Foro Central da Comarca de São Paulo nos autos do processo nº 0119720-69.2011.8.26.010022, o Parlamentar declarou ter investido R$ 90.000,00 na bolsa de valores ao longo de 2007 e 2008 e ter perdido todo o investimento.",0,2020-11-21 18:50:54,2190249882,SigefredoSouza,2190249882.0,SigefredoSouza,0
304,"@karlaaaafurtado De todo modo, tu podes utilizar a calculadora do cidadão (Banco Central) para verificar os valores históricos (https://t.co/9HIAWI11KK)",1,2020-11-16 22:00:22,103715857,ximenesdiego,103715857.0,ximenesdiego,0
305,um dia inesquecível no felipenetoverso foi quando ele falou mal da bolsa de valores e os influeners de economia criticaram ele e logo depois tuitou “poxa investir na bolsa é top!!!”,2,2020-11-20 02:03:57,15534741,luide,,,4
306,"Campo Futuro mostra dados sobre rentabilidade e custos de produção de 19 estados do Brasil. 

Acesse: https://t.co/qa7nfvM5pF
Foto: Steve Buissinne por Pixabay

#agronegócio #agronegocio #soja #milho #agricultura #pecuaria #pecuária #portalplantar #revistaplantar https://t.co/dA8OWZvEHc",1,2020-11-16 14:01:21,1226239828867588096,PlantarPortal,,,0
307,"@pauloganime Um maluco desse no Banco Central ia mandar fabricar dinheiro para pagar as contas. Não sei se é um idiota, ignorante, irresponsável ou tudo junto.",0,2020-11-19 02:05:12,130596635,rfemygdio,25537494.0,pauloganime,0
308,O PIX FOI UMA CRIAÇÃO DO BANCO CENTRAL. Ao qual voce como ministro da economia deva ter pastas em comum e agora solta essa. De onde você quer desviar atenção? https://t.co/PGyOJoN6Oe,0,2020-11-20 15:30:53,321571198,sinergialary,,,0
309,"Mais uma ilegalidade no desgoverno Bolsonaro: diretor do Banco Central mora nos Estados Unidos

https://t.co/jVV311jtua",0,2020-11-21 06:29:30,1190845478725997056,MuseuGolpeDe16,,,0
310,@fazumiti eu sei que deu um pouco de medo a usar o pixel mas depois com a plataforma do it adquirir mais confiança para o sistema do Banco central saúde da segurança de verdade,1,2020-11-20 13:21:31,1304856241517268992,PabloSR8498,1.113095113268494e+18,fazumiti,0
311,"O projeto Cidadania Financeira, do Banco Central do Brasil, também busca levar informação para as pessoas de baixa renda, para que elas possam conhecer seus direitos e inclusive negociar as taxas abusivas que muitas vezes são estipuladas por grandes bancos. https://t.co/baWATtc2h6",2,2020-11-16 15:40:28,2962419663,espacoufmg,2962419663.0,espacoufmg,0
312,Carrefour fecha loja onde homem negro foi assassinado por funcionários | Empresas | Valor Investe https://t.co/9wbFKAjFm7,0,2020-11-20 15:33:36,2781389394,Capivaranab3,,,0
313,"@thhaamiress o trabalho da bolsa de valores deu certo ein🤝🤝🍾
se alguém quiser é só arrastar pra cima☝🏼",2,2020-11-15 13:30:24,1191444898651812096,_gomides_,1.085015981196542e+18,thhaamiress,0
314,"**A Ptax diária é resultado de quatro coletas feitas pelo Banco Central no decorrer da primeira metade dos negócios, que hoje foram de R$ 5,4149 (10h11), R$ 5,4114 (11h16), R$ 5,3992 (12h10) e R$ 5,3616 (13h06).
@itaucorretora",1,2020-11-17 22:32:11,60082570,jlspbr,60082570.0,jlspbr,0
315,"@NoticiasCRF07 Agora tá desesperado pra vender né 
Depois que tudo começa a desmoronar 
Tá igual a bolsa de valores",0,2020-11-19 23:20:47,996612498685079552,charlinhoolive3,9.8747110244318e+17,NoticiasCRF07,0
316,"@ziltonjunior acho q vale sim ,amanha vencem as opçoes do ibov, quinta pode dar ressaca",0,2020-11-17 17:44:42,127352450,Cacomaia,68135902.0,ziltonjunior,0
317,"Brasileiro smpre imediatista e s/ educ. financeira. N pde ver um ""lucrinho"", que já vende o ativo. Esse mês a bolsa subindo forte, e braslros retiraram no mês quase R$ 7 bilhões, enqnto estrangeiros chegaram comprando + de R$ 18 bilhões. 😐🤦‍♂️
#ibov https://t.co/hlQ8FIA7RP",2,2020-11-17 22:20:59,3019695136,Vinifritzen_,,,0
318,"Galera, alguns sabem mas creio que a maioria não, eu trabalho com mercado variável especificamente com a Bolsa de Valores brasileira, famosa B3, não vendo nem curso nem nada, mas acho esse mercado fascinante, e a utilizo como forma de buscar independência financeira futuramente",2,2020-11-20 13:00:48,1167539724308931072,youniversee2,,,0
319,"- Por quê?
- Tamo tudo short em Ibov https://t.co/ue1pkcsrwe",0,2020-11-20 09:53:43,51147691,amaral00,,,0
320,"Se a Bolsa de Valores é a Disney, o Estado Brasileiro é o Carandiru! @roxmo @RicaPerrone @Rconstantino https://t.co/f4kKbObqK0",0,2020-11-19 12:36:53,126731596,agbizcom,,,0
321,"Taxa de rejeição do Pix é de 7% e deve cair, diz presidente do Banco Central
https://t.co/KxoC9ejS4i https://t.co/j26vLrJwbb",0,2020-11-18 15:15:34,67150902,correio,,,0
322,"A bolsa de valores para startups iniciantes buscará fontes de investimento junto a pessoas físicas, oferecendo participação societária; saiba mais! #tecmundo https://t.co/U5TTU3aGEc",2,2020-11-20 17:01:35,271064798,Tec_Mundo,,,1
323,"A gente não dá valor pra R$ 0,20 né? Mas faz isso x400. Isso é bolsa de valores! Se você comprou 400 ações e ela subiu 20 centavos, você ganha R$ 80 conto, isso as vezes em horas ou minutos, sem fazer ""nada"". Já falei, poupança é páia",2,2020-11-16 16:36:59,1259086704817982976,Santosblacks1,,,0
324,"@H_JMR @FVASCONCELOS_73 @fernando_frc @jeffssaints @FotosDeFatos Acho justo ele pensar q é uma ironia, uma vez que na imagem tem o link!!!

Mas enfim, é o site do banco central https://t.co/hza20jBgh8",1,2020-11-19 18:33:36,325727356,matheusont,1.153669514120356e+18,H_JMR,0
325,"E o nefasto maia? Sem dúvida nenhuma um dos mais nocivos políticos ao desenvolvimento do país e à democracia! Desrespeita o presidente e seus ministros, já se desentendeu com moro, guedes, weintraub, presidente do Banco Central e agora com o Sales. https://t.co/02Wei6hWma",0,2020-11-20 18:41:54,2163601862,lcrive,,,0
326,"@rothbarbara_ @nclhdd @lunapqsim1 Miga, poupança é uma coisa, se é um bom investimento é outra coisa, que depende de N variáveis além da rentabilidade, um desses fatores é o seu próprio perfil de investidor. Pode render oque for, se a pessoa n tem estomago para aguentar essa volatilidade não é um bom invest p ela",0,2020-11-18 02:02:54,297761336,lucsmenezes,1.000193953751323e+18,rothbarbara_,0
327,PIX testado e aprovado! Em menos de 2s o dinheiro caiu na minha conta. Golaço do Banco Central,1,2020-11-16 16:22:53,301121204,andreysilveira1,,,0
328,"@cosmedarocha @nubank Mas foi o banco central que fez isso e todos os bancos tiveram que implementar

Não foi nubank",1,2020-11-17 18:00:17,204347868,luizfelipe_crf,1.326588313826976e+18,cosmedarocha,0
329,"""O Banco do Brasil S.A. (BB) comunica que foi selecionado para compor o Índice Dow Jones de Sustentabilidade (DJSI) da Bolsa de Valores de Nova Iorque, nas carteiras World e Emerging Markets."" @BancodoBrasil @DowJones congratulations! 👏👏👏👏",2,2020-11-16 19:15:18,1042451530945842944,DaniPolicastro,,,0
330,"@vyvicampos Vyvi, desculpe pelo transtorno. Para análise do que está acontecendo, por favor, realize o registro por aqui: https://t.co/cHXzYd0DXh. Depois que vc finalizar, será gerado um número de protocolo que pode ser consultado pela central SAC 0800 704 8383.",1,2020-11-17 00:30:35,79184083,Bradesco,1183075868.0,vyvicampos,0
331,oq é a queda da ✨bolsa de valores de New York✨ perto da queda que eu tenho por ✨ele✨,0,2020-11-15 03:07:43,990363718490951680,jcentenok,,,0
332,"Publicado no canal master contribuidores, do @tradersclubbr , a Giro de A a Z do tempo gráfico diário e do semanal. #ibov https://t.co/iLyWhdMVHa",1,2020-11-21 19:26:10,56154369,wilson_ramires,,,1
333,"Airbnb vai abrir capital na bolsa de valores Nasdaq, em Nova York https://t.co/0wVG5KPUAP 

#Airbnb #Nasdaq #IPO #mercadonews #mercadonewsoficial",2,2020-11-17 01:12:07,1210651525237944064,MercadoNews_,,,0
334,"A economia brasileira tomou um tombo por causa do coronavírus e das medidas impostas para contê-lo, mas vem se recuperando bem nos últimos meses.  Os dados recentes do IBC-Br, o índice mais abrangente de atividade econômica do Banco Central, confirmam esta tendência. Leia mais https://t.co/ro0jOMVF9f",2,2020-11-17 18:53:12,3166145932,porque_com_br,,,2
335,"Cearense culture é sempre que uma pessoa aparece com um bem caro que você não tem certeza como ela pagou, pensar ""isso só pode ter parte no roubo do banco central""",1,2020-11-19 15:47:09,1194081685098435072,maateux_,,,0
336,"Enquanto isso na zona de Rebaixamento...

Obs - Vascaino zoar de Flamenguista por conta de futebol,
É o mesmo que eu zombar do EIKE BATISTA por perder dinheiro na bolsa de valores 
🤣🤣🤣🤣🤣🤣🤣 https://t.co/eewQgF5Pcr",0,2020-11-20 00:08:45,3196993750,fernandoalves_2,,,0
337,@C6Bank Já resolvi quando acionei o Banco Central. Aí vocês finalmente entraram em contato comigo.,1,2020-11-19 21:25:53,3439369887,ihormartins,9.735471352737874e+17,C6Bank,0
338,@OgroWallSt Obrigado por compartilhar l!! Aprendo com todas!!  Dúvida: em que momento o boi(ibov) não seguiu a Matriz(SP) por dias ou meses??,2,2020-11-15 16:08:56,60465760,BestChemist,49778648.0,OgroWallSt,0
339,"engraçado que a bolsa de valores deu uma animadinha nas ultimas semanas e lá vem o guedes falar da retomada em V da economia. 
me engana que eu gosto!",2,2020-11-19 12:18:57,384114783,russotati,,,0
340,"@santander_br E sabe, no banco central tem uma tabelinha que diz que eu posso sim. 🤭",2,2020-11-18 14:24:02,47677900,la_ness,48700857.0,santander_br,0
341,"Essas iniciativas visam especialmente os bancos. No Projeto de Lei 4960/19, o deputado André Figueiredo (PDT-CE) citou explicitamente o trabalho do Banco Central (BC) que deverá implantar no Brasil o sistema financeiro aberto, o chamado open banking.",1,2020-11-19 11:12:59,1153820980256628992,CoalaLeitora,1.153820980256629e+18,CoalaLeitora,0
342,@imortalfeels no inicio era uma coisa ruim era a crise da bolsa de valores,0,2020-11-19 13:18:13,1458157230,lonelynialI,1.297646396229784e+18,imortalfeels,0
343,"#Forbesbr - #ForbesMoney: Risco inflacionário resulta em perda de 0,61% no índice IRFM-1+. https://t.co/ufSZesxapT

#ForbesBrasil #Forbes 

Apenas na @ForbesBR https://t.co/BX7NAYIEKm",0,2020-11-16 19:31:21,510272910,ForbesBR,,,1
344,"O #Ibov tem abertura com leve alta de 0,32%, apesar de ontem a agência de risco Ficht Ratings ter reafirmado a nota de crédito soberano “BB-“ para o Brasil, mas com perspectiva negativa por conta do risco fiscal. As bolsas internacionais seguem também em ritmo de cautela.",2,2020-11-19 13:22:31,1283813215118536960,interinvest,,,1
345,"Operando com trading systems na Bolsa de Valores: Como criar e aplicar estratégias para o curto, médio e longo prazo | https://t.co/EDTRCGkOCK - #livros #economia #daytrade #trade #trading  https://t.co/XesdQFBMIs",1,2020-11-18 15:10:27,108736170,lessandro_esp,,,0
346,"Quem investe na Bolsa de Valores compra ações de Sociedades Anônimas: Itausa, Taesa, Ambev SA. O mercado aprecia investidores anônimos também, e a CVM está de olho nos investidores-celebridades, que abrem suas carteiras por aí e recomendam papéis sem ter as devidas certificações.",2,2020-11-16 13:58:52,33633741,JeanTosetto,,,0
347,"@CasagrandeEqi @cafecomferri Se tivessemos o CAOS que estão plantando ai, o ibov já era pra estar 50k de novo",0,2020-11-19 12:57:48,17229151,igor_oliveira,1.076182828612755e+18,CasagrandeEqi,0
348,"@ClaytonBarreto O banco central ta de 👀, logo a receita federal tb!",1,2020-11-18 21:05:56,185057791,fernandoalvesso,36509701.0,ClaytonBarreto,0
349,"[#TRADEWISER] Veja a minha opinião nessa vídeo-análise educacional dos Indicadores do Mercado para hoje.
https://t.co/kGxt1XpFaL
🇧🇷 #TradeWiserPro #TradeWiserAT #TradeWiserPort #MarceloTorres #Bitcoin #IBOV #SP500 #DJIA #Nasdaq",1,2020-11-19 11:24:47,1147154633627971968,TradeWiserPro,,,0
350,"Qualicorp tem lucro 18,1% maior no terceiro trimestre, de R$ 130,9 milhões 
https://t.co/mZ6VGRKI5l",2,2020-11-17 10:19:06,1113533606247436032,valorinveste,,,0
351,"SC cresce 2,7% em setembro, mostra índice do Banco Central https://t.co/b5Jj3zDMQ2",2,2020-11-17 08:12:39,35792463,anonline,,,1
352,"Jogos de loteria poderão ser pagos com PIX, diz Banco Central. SAIBA MAIS! https://t.co/xbHfcBFuy6",1,2020-11-21 20:00:27,732505592053563392,reporterbeto,,,0
353,"@magno8k @misescapital Fintech regulada pelo banco central e o “Mises” Capital achou genial.

Agora ficou mais fácil o estado saber quantos bitcoins você tem. Privacidade zero.",0,2020-11-16 22:01:38,964212149928292352,__decentralized,9.642121499282924e+17,__decentralized,0
354,"falando com a isa sobre sentimentos e coisas de melhores amigos 

&amp;

falando com o gean sobre dinheiro, bolsa se valores e mais dinheiro 

eu to assim, e vcs ?",1,2020-11-20 01:19:35,4213464886,Leothepolymer,,,0
355,"Totvs, Vale, Gol, Ultra, Cosan, BRF, PagSeguro e mais: veja destaques de empresas
https://t.co/R2XrBv2hw3",1,2020-11-19 11:58:48,1113533606247436032,valorinveste,,,2
356,"@meunomeepedro @itau @Lucasopsp @ProconRJ Bom dia, Pedro! Sugerimos que registre reclamação no SAC da instituição, na Ouvidoria e no Banco Central, através do telefone 145.

Caso resida no estado de São Paulo, Acesse https://t.co/zKGu7ckl8R  e faça uma reclamação.",1,2020-11-16 14:49:38,408478004,proconspoficial,51475127.0,meunomeepedro,0
357,"Rejeições no Pix no dia 16 foram em torno de 7%, diz presidente do BC https://t.co/PCnwEJBAOk",0,2020-11-17 16:48:03,23807943,gpeconomia,,,0
358,"📍Pix
De acordo com uma afirmação do diretor de Organização do Sistema Financeiro do Banco Central, João Manoel Pinho de Mello, em três dias de operação plena do sistema Pix, 5,2 milhões de transações foram realizadas e R$ 4,6 bilhões foram movimentados.",1,2020-11-20 13:14:01,2533161162,sunoresearch,2533161162.0,sunoresearch,0
359,"@cryptolobopt Estás a confundir o custo da estrutura com o custo variável dos fornecedores que é uma % das vendas!
A taxa de IVA na restauração desceu  de 23% para 13%. Viste a redução dos preços? Nem eu!
A renda o Costa hoje avançou com o apoio! 
Não há dinheiro para Ordenados? lay off!",0,2020-11-21 23:03:29,3205146580,walkoncapitan,16349463.0,cryptolobopt,0
360,"Mais um modelo de pagamento transacional colocado pelo Banco Central, e que a Accesstage está em consentimento nas nossas plataformas. Um opcional que nossos clientes agora também podem usar como via de venda. 
https://t.co/mv2qHwfDrK

#pix #pagamentos #inovacao https://t.co/SGRNUBiBN0",1,2020-11-16 12:50:49,114467429,accesstagebr,,,0
361,"Caparelli e Poppi: Pix, inovação para o conforto: ""O que é o Pix?"". Essa é a pergunta que muitos têm feito após o anúncio do novo sistema de pagamentos criado pelo Banco Central do Brasil.  O Pix, resumidamente, é um novo meio de… https://t.co/cyiZKMaWBi #conjur #infojurid",2,2020-11-16 17:31:02,1183723759,Infojurid,,,0
362,@GuilhermeBoulos Kkkkkkkkk um bosta candidato a prefeito pode fazer o que contra a Bolsa de Valores?,0,2020-11-18 09:42:29,1145851154926046976,ClaytonRover,7.624027742608753e+17,GuilhermeBoulos,0
363,"Exame: Jogos de loteria poderão ser pagos com Pix, diz Banco Central
Pix poderá ser usado como opção de pagamento para jogos da Sena, de loteria esportiva, entre outros",1,2020-11-19 21:50:05,948357808600338432,Economesteter,,,1
364,"@wallsrovers aos que perguntaram sobre chegar a 30, eu vos digo que de acordo com a bolsa de valores até o final do ano o the vamps flopa !",0,2020-11-19 00:02:19,1264720794128702976,whyspider,1.195951153265201e+18,wallsrovers,0
365,@MarcoGuilhen Gaincast: investimento em Renda Variável,1,2020-11-17 19:50:19,222633311,matheusmarrane,76629531.0,MarcoGuilhen,0
366,Bolsa de valores 😎 dólar a 6 reais kkkkkk https://t.co/5JdBSmWetb,0,2020-11-16 13:00:50,1267888856558338048,socratesllk,1.267888856558338e+18,socratesllk,0
367,@loud_victor hj tem banco central nos verdes,2,2020-11-18 23:00:33,1312534823366462976,CAUANZIIIIN,212362291.0,loud_victor,0
368,"@gwrmnsgl Enfim, a inflação estabilizou com o Real e o Dólar em relação ao real teve uma variação, não absurda, mas que baixou no primeiro governo Lula. O Presidente do Banco Central no Governo Lula era o Henrique Meirelles. 

Não sei onde tá o petismo nisso.",1,2020-11-16 03:53:45,159880803,gabriellarre,2259326346.0,gwrmnsgl,0
369,@maiavanvelthem UOL: (1 min) Está na hora de investir em imóveis? https://t.co/RaNvu6sB6z,1,2020-11-16 11:59:49,1251625471659426048,XeuleBot,33966665.0,maiavanvelthem,0
370,"@JaineElida Mas mesmo assim, o banco central fica de olho nas transferências do caixa tem e não nas transferências das contas da caixa :/ devido aquelas quadrilhas infelizes eles estão de olho em qualquer movimentação anormal",0,2020-11-17 13:18:51,155944926,laahmagalhaes,9.112425539236004e+17,JaineElida,0
371,@Macedo331 já investiu na bolsa de valores hoje??? não perca essa oportunidade de conseguir sua autonomia financeira.😉,2,2020-11-19 14:24:29,870380843809857536,olivdudah,1.263654452591985e+18,Macedo331,0
372,"Airbnb vai abrir capital na bolsa de valores Nasdaq, em Nova York https://t.co/MimXAGjnM7",2,2020-11-17 17:17:32,23807943,gpeconomia,,,0
373,"A MP 930/20 é um projeto do Banco Central que visa eliminar as distorções tributárias relacionadas diretamente com a proteção estabelecida pelos bancos, que no jargão do mercado é conhecido como “Overhedge” de bancos. https://t.co/nspZtSMsjG https://t.co/M9HQMqIgl5",1,2020-11-18 19:42:05,1227589995411770880,bpmoney_,,,0
374,Banco Central da Turquia eleva juros em 475 p.p. após mudanças no comando https://t.co/6WLRNvR6nT,2,2020-11-19 12:09:32,917333451195518976,PapodeMercado1,,,0
375,"A cada DIA que o Bolsonaro fica de boca relativamente fechada:
* O dólar cai 5 centavos;
* O IBOV sobe 1000 pontos.

Tá pior que a Dilma, pqp!",0,2020-11-18 13:55:09,17720860,pereirao,,,0
376,"As apostas nas lotéricas podem ser pagas com Pix, sistema de pagamentos instantâneos que começou a funcionar plenamente nesta semana.

Segundo o Banco Central (BC), sempre que o cliente quiser pagar um jogo lotérico, ele terá o Pix como opção. https://t.co/jgyXyZupZH https://t.co/CS35J7kvyO",1,2020-11-20 22:42:07,1309847422496133120,patonews24,,,0
377,Veja 10 Ações Para essa Semana na Bolsa de Valores Escolhidas por Nove Corret... https://t.co/4scWsWmYN4 via @YouTube,1,2020-11-18 01:25:04,52882150,engdodinheiro,,,0
378,@antipr0gress os cara deve pensar que os empresários acordaram e viram oq rolou e foram lá comprar sla n manjo de bolsa de valores,0,2020-11-20 21:30:00,1202011165699784960,EurobeatDrift,1.238504651982545e+18,antipr0gress,0
